,pageid,text,title,statistics,ml,text_preproc
11,1997,"Algebraic geometry is a branch of mathematics, classically studying zeros of multivariate polynomials. Modern algebraic geometry is based on the use of abstract algebraic techniques, mainly from commutative algebra, for solving  geometrical problems about these sets of zeros.
The fundamental objects of study in algebraic geometry are algebraic varieties, which are geometric manifestations of solutions of systems of polynomial equations. Examples of the most studied classes of algebraic varieties are: plane algebraic curves, which include lines, circles, parabolas, ellipses, hyperbolas, cubic curves like elliptic curves, and quartic curves like lemniscates and Cassini ovals. A point of the plane belongs to an algebraic curve if its coordinates satisfy a given polynomial equation. Basic questions involve the study of the points of special interest like the singular points, the inflection points and the points at infinity. More advanced questions involve the topology of the curve and relations between the curves given by different equations.
Algebraic geometry occupies a central place in modern mathematics and has multiple conceptual connections with such diverse fields as complex analysis, topology and number theory. Initially a study of systems of polynomial equations in several variables, the subject of algebraic geometry starts where equation solving leaves off, and it becomes even more important to understand the intrinsic properties of the totality of solutions of a system of equations, than to find a specific solution; this leads into some of the deepest areas in all of mathematics, both conceptually and in terms of technique.
In the 20th century, algebraic geometry split into several subareas.

The mainstream of algebraic geometry is devoted to the study of the complex points of the algebraic varieties and more generally to the points with coordinates in an algebraically closed field.
Real algebraic geometry is the study of the real points of an algebraic variety.
Diophantine geometry and, more generally, arithmetic geometry is the study of the points of an algebraic variety with coordinates in fields that are not algebraically closed and occur in algebraic number theory, such as the field of rational numbers, number fields, finite fields, function fields, and p-adic fields.
A large part of singularity theory is devoted to the singularities of algebraic varieties.
Computational algebraic geometry is an area that has emerged at the intersection of algebraic geometry and computer algebra, with the rise of computers. It consists mainly of algorithm design and software development for the study of properties of explicitly given algebraic varieties.Much of the development of the mainstream of algebraic geometry in the 20th century occurred within an abstract algebraic framework, with increasing emphasis being placed on ""intrinsic"" properties of algebraic varieties not dependent on any particular way of embedding the variety in an ambient coordinate space; this parallels developments in topology, differential and complex geometry. One key achievement of this abstract algebraic geometry is Grothendieck's scheme theory which allows one to use sheaf theory to study algebraic varieties in a way which is very similar to its use in the study of differential and analytic manifolds. This is obtained by extending the notion of point: In classical algebraic geometry, a point of an affine variety may be identified, through Hilbert's Nullstellensatz, with a maximal ideal of the coordinate ring, while the points of the corresponding affine scheme are all prime ideals of this ring. This means that a point of such a scheme may be either a usual point or a subvariety. This approach also enables a unification of the language and the tools of classical algebraic geometry, mainly concerned with complex points, and of algebraic number theory. Wiles' proof of the longstanding conjecture called Fermat's Last Theorem is an example of the power of this approach.",Algebraic geometry,1,0,"['algebraic', 'geometry', 'branch', 'mathematics', 'classically', 'studying', 'zeros', 'multivariate', 'polynomials', 'modern', 'algebraic', 'geometry', 'based', 'abstract', 'algebraic', 'techniques', 'commutative', 'algebra', 'solving', 'geometrical', 'problems', 'sets', 'zeros', 'fundamental', 'objects', 'study', 'algebraic', 'geometry', 'algebraic', 'varieties', 'geometric', 'manifestations', 'solutions', 'systems', 'polynomial', 'equations', 'examples', 'studied', 'classes', 'algebraic', 'varieties', 'plane', 'algebraic', 'curves', 'include', 'lines', 'circles', 'parabolas', 'ellipses', 'hyperbolas', 'cubic', 'curves', 'elliptic', 'curves', 'quartic', 'curves', 'lemniscates', 'cassini', 'ovals', 'point', 'plane', 'belongs', 'algebraic', 'curve', 'coordinates', 'satisfy', 'polynomial', 'equation', 'basic', 'questions', 'involve', 'study', 'points', 'special', 'singular', 'points', 'inflection', 'points', 'points', 'infinity', 'advanced', 'questions', 'involve', 'topology', 'curve', 'relations', 'curves', 'equations', 'algebraic', 'geometry', 'occupies', 'central', 'place', 'modern', 'mathematics', 'multiple', 'conceptual', 'connections', 'diverse', 'fields', 'complex', 'analysis', 'topology', 'number', 'theory', 'initially', 'study', 'systems', 'polynomial', 'equations', 'variables', 'subject', 'algebraic', 'geometry', 'starts', 'equation', 'solving', 'leaves', 'understand', 'intrinsic', 'properties', 'totality', 'solutions', 'equations', 'specific', 'solution', 'leads', 'deepest', 'areas', 'mathematics', 'conceptually', 'terms', 'technique', 'century', 'algebraic', 'geometry', 'split', 'subareas', 'mainstream', 'algebraic', 'geometry', 'devoted', 'study', 'complex', 'points', 'algebraic', 'varieties', 'generally', 'points', 'coordinates', 'algebraically', 'closed', 'field', 'real', 'algebraic', 'geometry', 'study', 'real', 'points', 'algebraic', 'variety', 'diophantine', 'geometry', 'generally', 'arithmetic', 'geometry', 'study', 'points', 'algebraic', 'variety', 'coordinates', 'fields', 'algebraically', 'closed', 'occur', 'algebraic', 'number', 'theory', 'field', 'rational', 'numbers', 'number', 'fields', 'finite', 'fields', 'function', 'fields', 'padic', 'fields', 'large', 'singularity', 'theory', 'devoted', 'singularities', 'algebraic', 'varieties', 'computational', 'algebraic', 'geometry', 'area', 'emerged', 'intersection', 'algebraic', 'geometry', 'algebra', 'rise', 'computers', 'consists', 'algorithm', 'design', 'software', 'development', 'study', 'properties', 'explicitly', 'algebraic', 'varietiesmuch', 'development', 'mainstream', 'algebraic', 'geometry', 'century', 'occurred', 'abstract', 'algebraic', 'framework', 'increasing', 'emphasis', 'intrinsic', 'properties', 'algebraic', 'varieties', 'dependent', 'embedding', 'variety', 'ambient', 'coordinate', 'space', 'parallels', 'developments', 'topology', 'differential', 'complex', 'geometry', 'key', 'achievement', 'abstract', 'algebraic', 'geometry', 'grothendiecks', 'scheme', 'theory', 'sheaf', 'theory', 'study', 'algebraic', 'varieties', 'study', 'differential', 'analytic', 'manifolds', 'extending', 'notion', 'point', 'classical', 'algebraic', 'geometry', 'point', 'affine', 'variety', 'identified', 'hilberts', 'nullstellensatz', 'maximal', 'ideal', 'coordinate', 'ring', 'points', 'affine', 'scheme', 'prime', 'ideals', 'ring', 'point', 'scheme', 'usual', 'point', 'subvariety', 'approach', 'enables', 'unification', 'language', 'tools', 'classical', 'algebraic', 'geometry', 'concerned', 'complex', 'points', 'algebraic', 'number', 'theory', 'wiles', 'proof', 'longstanding', 'conjecture', 'called', 'fermats', 'theorem', 'power', 'approach']"
12,174705,"Algebraic number theory is a branch of number theory that uses the techniques of abstract algebra to study the integers, rational numbers, and their generalizations. Number-theoretic questions are expressed in terms of properties of algebraic objects such as algebraic number fields and their rings of integers, finite fields, and function fields. These properties, such as whether a ring admits unique factorization, the behavior of ideals, and the Galois groups of fields, can resolve questions of primary importance in number theory, like the existence of solutions to Diophantine equations.",Algebraic number theory,1,0,"['algebraic', 'number', 'theory', 'branch', 'number', 'theory', 'techniques', 'abstract', 'algebra', 'study', 'integers', 'rational', 'numbers', 'generalizations', 'numbertheoretic', 'questions', 'expressed', 'terms', 'properties', 'algebraic', 'objects', 'algebraic', 'number', 'fields', 'rings', 'integers', 'finite', 'fields', 'function', 'fields', 'properties', 'ring', 'admits', 'unique', 'factorization', 'behavior', 'ideals', 'galois', 'groups', 'fields', 'resolve', 'questions', 'primary', 'number', 'theory', 'existence', 'solutions', 'diophantine', 'equations']"
13,38801,"Algebraic topology is a branch of mathematics that uses tools from abstract algebra to study topological spaces. The basic goal is to find algebraic invariants that classify topological spaces up to homeomorphism, though usually most classify up to homotopy equivalence.
Although algebraic topology primarily uses algebra to study topological problems, using topology to solve algebraic problems is sometimes also possible. Algebraic topology, for example, allows for a convenient proof that any subgroup of a free group is again a free group.

",Algebraic topology,1,0,"['algebraic', 'topology', 'branch', 'mathematics', 'tools', 'abstract', 'algebra', 'study', 'topological', 'spaces', 'basic', 'goal', 'algebraic', 'invariants', 'classify', 'topological', 'spaces', 'homeomorphism', 'classify', 'homotopy', 'equivalence', 'algebraic', 'topology', 'algebra', 'study', 'topological', 'problems', 'topology', 'solve', 'algebraic', 'problems', 'algebraic', 'topology', 'convenient', 'proof', 'subgroup', 'free', 'group', 'free', 'group']"
15,645892,"In statistical hypothesis testing, the alternative hypothesis is one of the proposed proposition in the hypothesis test. In general the goal of hypothesis test is to demonstrate that in the given condition, there is sufficient evidence supporting the credibility of alternative hypothesis instead of the exclusive proposition in the test  (null hypothesis). It is usually consistent with the research hypothesis because it is constructed from literature review, previous studies, etc.  However, the research hypothesis is sometimes consistent with the null hypothesis.
In statistics, alternative hypothesis is often denoted as Ha or H1. Hypotheses are formulated to compare in a statistical hypothesis test.
In the domain of inferential statistics two rival hypotheses can be compared by explanatory power and predictive power.

",Alternative hypothesis,1,0,"['statistical', 'hypothesis', 'testing', 'alternative', 'hypothesis', 'proposed', 'proposition', 'hypothesis', 'test', 'general', 'goal', 'hypothesis', 'test', 'demonstrate', 'condition', 'sufficient', 'evidence', 'supporting', 'credibility', 'alternative', 'hypothesis', 'exclusive', 'proposition', 'test', 'null', 'hypothesis', 'consistent', 'hypothesis', 'constructed', 'literature', 'review', 'previous', 'studies', 'hypothesis', 'consistent', 'null', 'hypothesis', 'statistics', 'alternative', 'hypothesis', 'denoted', 'ha', 'hypotheses', 'formulated', 'compare', 'statistical', 'hypothesis', 'test', 'domain', 'inferential', 'statistics', 'rival', 'hypotheses', 'compared', 'explanatory', 'power', 'predictive', 'power']"
17,404926,"Analysis of covariance (ANCOVA) is a general linear model which blends ANOVA and regression. ANCOVA evaluates whether the means of a dependent variable (DV) are equal across levels of a categorical independent variable (IV) often called a treatment, while statistically controlling for the effects of other continuous variables that are not of primary interest, known as covariates (CV) or nuisance variables. Mathematically, ANCOVA decomposes the variance in the DV into variance explained by the CV(s), variance explained by the categorical IV, and residual variance. Intuitively, ANCOVA can be thought of as 'adjusting' the DV by the group means of the CV(s).The ANCOVA model assumes a linear relationship between the response (DV) and covariate (CV):

  
    
      
        
          y
          
            i
            j
          
        
        =
        μ
        +
        
          τ
          
            i
          
        
        +
        
          B
        
        (
        
          x
          
            i
            j
          
        
        −
        
          
            x
            ¯
          
        
        )
        +
        
          ϵ
          
            i
            j
          
        
        .
      
    
    {\displaystyle y_{ij}=\mu +\tau _{i}+\mathrm {B} (x_{ij}-{\overline {x}})+\epsilon _{ij}.}
  
In this equation, the DV, 
  
    
      
        
          y
          
            i
            j
          
        
      
    
    {\displaystyle y_{ij}}
   is the jth observation under the ith categorical group; the CV, 
  
    
      
        
          x
          
            i
            j
          
        
      
    
    {\displaystyle x_{ij}}
   is the jth observation of the covariate under the ith group. Variables in the model that are derived from the observed data are 
  
    
      
        μ
      
    
    {\displaystyle \mu }
   (the grand mean) and 
  
    
      
        
          
            x
            ¯
          
        
      
    
    {\displaystyle {\overline {x}}}
   (the global mean for covariate 
  
    
      
        x
      
    
    {\displaystyle x}
  ). The variables to be fitted are 
  
    
      
        
          τ
          
            i
          
        
      
    
    {\displaystyle \tau _{i}}
   (the effect of the ith level of the IV), 
  
    
      
        B
      
    
    {\displaystyle B}
   (the slope of the line) and 
  
    
      
        
          ϵ
          
            i
            j
          
        
      
    
    {\displaystyle \epsilon _{ij}}
   (the associated unobserved error term for the jth observation in the ith group).
Under this specification, the categorical treatment effects sum to zero 
  
    
      
        
          (
          
            
              ∑
              
                i
              
              
                a
              
            
            
              τ
              
                i
              
            
            =
            0
          
          )
        
        .
      
    
    {\displaystyle \left(\sum _{i}^{a}\tau _{i}=0\right).}
   The standard assumptions of the linear regression model are also assumed to hold, as discussed below.

",Analysis of covariance,1,0,"['analysis', 'covariance', 'ancova', 'general', 'linear', 'model', 'blends', 'anova', 'regression', 'ancova', 'evaluates', 'dependent', 'variable', 'dv', 'equal', 'levels', 'categorical', 'independent', 'variable', 'iv', 'called', 'treatment', 'statistically', 'controlling', 'effects', 'continuous', 'variables', 'primary', 'covariates', 'cv', 'nuisance', 'variables', 'mathematically', 'ancova', 'decomposes', 'variance', 'dv', 'variance', 'explained', 'cvs', 'variance', 'explained', 'categorical', 'iv', 'residual', 'variance', 'intuitively', 'ancova', 'thought', 'adjusting', 'dv', 'group', 'cvsthe', 'ancova', 'model', 'assumes', 'linear', 'relationship', 'response', 'dv', 'covariate', 'cv', 'μ', 'τ', 'ϵ', 'displaystyle', 'y_ijmu', 'tau', '_imathrm', 'x_ijoverline', 'xepsilon', '_ij', 'equation', 'dv', 'displaystyle', 'y_ij', 'jth', 'observation', 'ith', 'categorical', 'group', 'cv', 'displaystyle', 'x_ij', 'jth', 'observation', 'covariate', 'ith', 'group', 'variables', 'model', 'derived', 'observed', 'data', 'μ', 'displaystyle', 'mu', 'grand', 'displaystyle', 'overline', 'global', 'covariate', 'displaystyle', 'variables', 'fitted', 'τ', 'displaystyle', 'tau', '_i', 'ith', 'level', 'iv', 'displaystyle', 'slope', 'ϵ', 'displaystyle', 'epsilon', '_ij', 'unobserved', 'error', 'term', 'jth', 'observation', 'ith', 'group', 'specification', 'categorical', 'treatment', 'effects', 'sum', 'τ', 'displaystyle', 'leftsum', '_iatau', '_iright', 'standard', 'assumptions', 'linear', 'regression', 'model', 'assumed', 'hold', 'discussed']"
19,2202,"In classical mathematics, analytic geometry, also known as coordinate geometry or Cartesian geometry, is the study of geometry using a coordinate system. This contrasts with synthetic geometry.
Analytic geometry is used in physics and engineering, and also in aviation, rocketry, space science, and spaceflight. It is the foundation of most modern fields of geometry, including algebraic, differential, discrete and computational geometry.
Usually the Cartesian coordinate system is applied to manipulate equations for planes, straight lines, and circles, often in two and sometimes three dimensions. Geometrically, one studies the Euclidean plane (two dimensions) and Euclidean space. As taught in school books, analytic geometry can be explained more simply: it is concerned with defining and representing geometric shapes in a numerical way and extracting numerical information from shapes' numerical definitions and representations. That the algebra of the real numbers can be employed to yield results about the linear continuum of geometry relies on the Cantor–Dedekind axiom.",Analytic geometry,1,0,"['classical', 'mathematics', 'analytic', 'geometry', 'coordinate', 'geometry', 'cartesian', 'geometry', 'study', 'geometry', 'coordinate', 'contrasts', 'synthetic', 'geometry', 'analytic', 'geometry', 'physics', 'engineering', 'aviation', 'rocketry', 'space', 'science', 'spaceflight', 'foundation', 'modern', 'fields', 'geometry', 'including', 'algebraic', 'differential', 'discrete', 'computational', 'geometry', 'cartesian', 'coordinate', 'applied', 'manipulate', 'equations', 'planes', 'straight', 'lines', 'circles', 'dimensions', 'geometrically', 'studies', 'euclidean', 'plane', 'dimensions', 'euclidean', 'space', 'taught', 'school', 'books', 'analytic', 'geometry', 'explained', 'simply', 'concerned', 'defining', 'representing', 'geometric', 'shapes', 'numerical', 'extracting', 'numerical', 'shapes', 'numerical', 'definitions', 'representations', 'algebra', 'real', 'numbers', 'employed', 'yield', 'linear', 'continuum', 'geometry', 'relies', 'cantordedekind', 'axiom']"
20,251513,"In mathematics, analytic number theory is a branch of number theory that uses methods from mathematical analysis to solve problems about the integers. It is often said to have begun with Peter Gustav Lejeune Dirichlet's 1837 introduction of Dirichlet L-functions to give the first proof of Dirichlet's theorem on arithmetic progressions. It is well known for its results on prime numbers (involving the Prime Number Theorem and Riemann zeta function) and additive number theory (such as the Goldbach conjecture and Waring's problem).",Analytic number theory,1,0,"['mathematics', 'analytic', 'number', 'theory', 'branch', 'number', 'theory', 'methods', 'mathematical', 'analysis', 'solve', 'problems', 'integers', 'begun', 'peter', 'gustav', 'lejeune', 'dirichlets', 'introduction', 'dirichlet', 'lfunctions', 'proof', 'dirichlets', 'theorem', 'arithmetic', 'progressions', 'prime', 'numbers', 'involving', 'prime', 'number', 'theorem', 'riemann', 'zeta', 'function', 'additive', 'number', 'theory', 'goldbach', 'conjecture', 'warings', 'problem']"
21,670398,"An ancillary statistic is a measure of a sample whose distribution (or whose pmf or pdf) does not depend on the parameters of the model. An ancillary statistic is a pivotal quantity that is also a statistic. Ancillary statistics can be used to construct prediction intervals.
This concept was introduced by Ronald Fisher in the 1920s.",Ancillary statistic,1,0,"['ancillary', 'statistic', 'measure', 'sample', 'distribution', 'pmf', 'pdf', 'depend', 'parameters', 'model', 'ancillary', 'statistic', 'pivotal', 'quantity', 'statistic', 'ancillary', 'statistics', 'construct', 'prediction', 'intervals', 'concept', 'introduced', 'ronald', 'fisher']"
22,3479881,"The Anderson–Darling test is a statistical test of whether a given sample of data is drawn from a given probability distribution. In its basic form, the test assumes that there are no parameters to be estimated in the distribution being tested, in which case the test and its set of critical values is distribution-free. However, the test is most often used in contexts where a family of distributions is being tested, in which case the parameters of that family need to be estimated and account must be taken of this in adjusting either the test-statistic or its critical values.  When applied to testing whether a normal distribution adequately describes a set of data, it is one of the most powerful statistical tools for detecting most departures from normality.K-sample Anderson–Darling tests are available for testing whether several collections of observations can be modelled as coming from a single population, where the distribution function does not have to be specified.
In addition to its use as a test of fit for distributions, it can be used in parameter estimation as the basis for a form of minimum distance estimation procedure.
The test is named after Theodore Wilbur Anderson (1918–2016) and Donald A. Darling (1915–2014), who invented it in 1952.",Anderson–Darling test,1,0,"['andersondarling', 'test', 'statistical', 'test', 'sample', 'data', 'drawn', 'probability', 'distribution', 'basic', 'form', 'test', 'assumes', 'parameters', 'estimated', 'distribution', 'tested', 'case', 'test', 'set', 'critical', 'values', 'distributionfree', 'test', 'contexts', 'family', 'distributions', 'tested', 'case', 'parameters', 'family', 'estimated', 'account', 'adjusting', 'teststatistic', 'critical', 'values', 'applied', 'testing', 'normal', 'distribution', 'adequately', 'describes', 'set', 'data', 'powerful', 'statistical', 'tools', 'detecting', 'departures', 'normalityksample', 'andersondarling', 'tests', 'testing', 'collections', 'observations', 'modelled', 'coming', 'single', 'population', 'distribution', 'function', 'addition', 'test', 'fit', 'distributions', 'parameter', 'estimation', 'basis', 'form', 'minimum', 'distance', 'estimation', 'procedure', 'test', 'named', 'theodore', 'wilbur', 'anderson', 'donald', 'darling', 'invented']"
23,24295969,"Applied mathematics is the application of mathematical methods by different fields such as physics, engineering, medicine, biology, finance, business, computer science, and industry. Thus, applied mathematics is a combination of mathematical science and specialized knowledge. The term ""applied mathematics"" also describes the professional specialty in which mathematicians work on practical problems by formulating and studying mathematical models.
In the past, practical applications have motivated the development of mathematical theories, which then became the subject of study in pure mathematics where abstract concepts are studied for their own sake. The activity of applied mathematics is thus intimately connected with research in pure mathematics.",Applied mathematics,1,0,"['applied', 'mathematics', 'application', 'mathematical', 'methods', 'fields', 'physics', 'engineering', 'medicine', 'biology', 'finance', 'business', 'science', 'industry', 'applied', 'mathematics', 'combination', 'mathematical', 'science', 'specialized', 'knowledge', 'term', 'applied', 'mathematics', 'describes', 'professional', 'specialty', 'mathematicians', 'work', 'practical', 'problems', 'formulating', 'studying', 'mathematical', 'models', 'practical', 'applications', 'motivated', 'development', 'mathematical', 'theories', 'subject', 'study', 'pure', 'mathematics', 'abstract', 'concepts', 'studied', 'sake', 'activity', 'applied', 'mathematics', 'intimately', 'connected', 'pure', 'mathematics']"
24,803,"Arabic (اَلْعَرَبِيَّةُ, al-ʿarabiyyah [al ʕaraˈbijːa] (listen) or عَرَبِيّ, ʿarabīy [ˈʕarabiː] (listen) or [ʕaraˈbij]) is a Semitic language that first emerged in the 1st to 4th centuries CE. It is the lingua franca of the Arab world and the liturgical language of Islam. It is named after the Arabs, a term initially used to describe peoples living in the Arabian Peninsula bounded by eastern Egypt in the west, Mesopotamia in the east, and the Anti-Lebanon mountains and northern Syria in the north, as perceived by ancient Greek geographers. The ISO assigns language codes to 32 varieties of Arabic, including its standard form, Modern Standard Arabic, also referred to as Literary Arabic, which is modernized Classical Arabic. This distinction exists primarily among Western linguists; Arabic speakers themselves generally do not distinguish between Modern Standard Arabic and Classical Arabic, but rather refer to both as al-ʿarabiyyatu l-fuṣḥā (اَلعَرَبِيَّةُ ٱلْفُصْحَىٰ ""the eloquent Arabic"") or simply al-fuṣḥā (اَلْفُصْحَىٰ).
Arabic is widely taught in schools and universities around the world and is used to varying degrees in workplaces, governments and the media. Arabic, in its Modern Standard Arabic form, is an official language of 26 states and 1 disputed territory, the third most after English and French;
it is also the liturgical language of the religion of Islam, since the Quran and the Hadiths were written in Classical Arabic.During the early Middle Ages, Arabic was a major vehicle of culture in the Mediterranean region, especially in science, mathematics and philosophy. As a result, many European languages have also borrowed many words from it. Arabic influence, mainly in vocabulary, is seen in European languages—mainly Spanish and to a lesser extent Portuguese, Catalan, and Sicilian—owing to both the proximity of Christian European and Muslim Arabized civilizations and the long-lasting Muslim culture and Arabic language presence, mainly in Southern Iberia, during the Al-Andalus era. For example, ""Algebra"" comes from the Arabic word ""al-jabr"", which was then transferred to Middle English. The Maltese language is a Semitic language developed from a dialect of Arabic and written in the Latin alphabet. The Balkan languages, including Greek and Bulgarian, have also acquired a significant number of words of Arabic origin through contact with Ottoman Turkish.
Arabic has influenced many other languages around the globe throughout its history especially languages of Muslim cultures and countries that were conquered by Muslims. Some of the most influenced languages are Persian, Turkish, Hindustani (Hindi and Urdu), Kashmiri, Kurdish, Bosnian, Kazakh, Bengali, Malay (Indonesian and Malaysian), Maldivian, Pashto, Punjabi, Albanian, Armenian, Azerbaijani, Sicilian, Spanish, Greek, Bulgarian, Tagalog, Sindhi, Odia Hebrew and Hausa and some languages in parts of Africa (e.g. Swahili, Somali). Conversely, Arabic has borrowed words from other languages, including Aramaic as well as Hebrew, Latin, Greek, Persian and to a lesser extent Turkish (due to the Ottoman Empire), English and French (due to their colonization of the Levant) and other Semitic languages such as Abyssinian.
Arabic is the liturgical language of more than 2 billion Muslims, and Arabic is one of six official languages of the United Nations. All varieties of Arabic combined are spoken by perhaps as many as 422 million speakers (native and non-native) in the Arab world, making it the fifth most spoken language in the world, and the fourth most used language on the internet in terms of users. In 2011, Bloomberg Businessweek ranked Arabic the fourth most useful language for business, after English, Standard Mandarin Chinese, and French. Arabic is written with the Arabic alphabet, which is an abjad script and is written from right to left, although the spoken varieties are sometimes written in ASCII Latin from left to right with no standardized orthography.",Arabic,1,0,"['arabic', 'العربية', 'alʿarabiyyah', 'al', 'ʕaraˈbijːa', 'listen', 'عربي', 'ʿarabīy', 'ˈʕarabiː', 'listen', 'ʕaraˈbij', 'semitic', 'language', 'emerged', 'st', 'centuries', 'ce', 'lingua', 'franca', 'arab', 'liturgical', 'language', 'islam', 'named', 'arabs', 'term', 'initially', 'peoples', 'living', 'arabian', 'peninsula', 'bounded', 'eastern', 'egypt', 'west', 'mesopotamia', 'east', 'antilebanon', 'mountains', 'northern', 'syria', 'north', 'perceived', 'ancient', 'greek', 'geographers', 'iso', 'assigns', 'language', 'codes', 'varieties', 'arabic', 'including', 'standard', 'form', 'modern', 'standard', 'arabic', 'referred', 'literary', 'arabic', 'modernized', 'classical', 'arabic', 'distinction', 'exists', 'western', 'linguists', 'arabic', 'speakers', 'generally', 'distinguish', 'modern', 'standard', 'arabic', 'classical', 'arabic', 'refer', 'alʿarabiyyatu', 'lfuṣḥā', 'العربية', 'ٱلفصحى', 'eloquent', 'arabic', 'simply', 'alfuṣḥā', 'الفصحى', 'arabic', 'taught', 'schools', 'universities', 'varying', 'degrees', 'workplaces', 'governments', 'media', 'arabic', 'modern', 'standard', 'arabic', 'form', 'official', 'language', 'disputed', 'territory', 'english', 'french', 'liturgical', 'language', 'religion', 'islam', 'quran', 'hadiths', 'written', 'classical', 'arabicduring', 'early', 'middle', 'ages', 'arabic', 'major', 'vehicle', 'culture', 'mediterranean', 'region', 'science', 'mathematics', 'philosophy', 'result', 'european', 'languages', 'borrowed', 'arabic', 'influence', 'vocabulary', 'european', 'languagesmainly', 'spanish', 'lesser', 'extent', 'portuguese', 'catalan', 'sicilianowing', 'proximity', 'christian', 'european', 'muslim', 'arabized', 'civilizations', 'longlasting', 'muslim', 'culture', 'arabic', 'language', 'presence', 'southern', 'iberia', 'alandalus', 'era', 'algebra', 'arabic', 'word', 'aljabr', 'transferred', 'middle', 'english', 'maltese', 'language', 'semitic', 'language', 'developed', 'dialect', 'arabic', 'written', 'latin', 'alphabet', 'balkan', 'languages', 'including', 'greek', 'bulgarian', 'acquired', 'number', 'arabic', 'origin', 'contact', 'ottoman', 'turkish', 'arabic', 'influenced', 'languages', 'globe', 'history', 'languages', 'muslim', 'cultures', 'countries', 'conquered', 'muslims', 'influenced', 'languages', 'persian', 'turkish', 'hindustani', 'hindi', 'urdu', 'kashmiri', 'kurdish', 'bosnian', 'kazakh', 'bengali', 'malay', 'indonesian', 'malaysian', 'maldivian', 'pashto', 'punjabi', 'albanian', 'armenian', 'azerbaijani', 'sicilian', 'spanish', 'greek', 'bulgarian', 'tagalog', 'sindhi', 'odia', 'hebrew', 'hausa', 'languages', 'parts', 'africa', 'swahili', 'somali', 'conversely', 'arabic', 'borrowed', 'languages', 'including', 'aramaic', 'hebrew', 'latin', 'greek', 'persian', 'lesser', 'extent', 'turkish', 'ottoman', 'empire', 'english', 'french', 'colonization', 'levant', 'semitic', 'languages', 'abyssinian', 'arabic', 'liturgical', 'language', 'billion', 'muslims', 'arabic', 'official', 'languages', 'united', 'nations', 'varieties', 'arabic', 'combined', 'spoken', 'speakers', 'native', 'nonnative', 'arab', 'making', 'spoken', 'language', 'fourth', 'language', 'internet', 'terms', 'users', 'bloomberg', 'businessweek', 'ranked', 'arabic', 'fourth', 'language', 'business', 'english', 'standard', 'mandarin', 'chinese', 'french', 'arabic', 'written', 'arabic', 'alphabet', 'abjad', 'script', 'written', 'left', 'spoken', 'varieties', 'written', 'ascii', 'latin', 'left', 'standardized', 'orthography']"
